,3-gram,count
0,"('men', 'sex', 'men')",2023
1,"('center', 'disease', 'control')",1765
2,"('disease', 'control', 'prevention')",1759
3,"('world', 'health', 'organization')",1214
4,"('public', 'health', 'emergency')",841
5,"('skin', 'to', 'skin')",755
6,"('public', 'health', 'official')",747
7,"('gay', 'bisexual', 'men')",728
8,"('to', 'skin', 'contact')",690
9,"('health', 'care', 'provider')",657
10,"('may', 'earn', 'affiliate')",651
11,"('earn', 'affiliate', 'commission')",651
12,"('affiliate', 'commission', 'purchase')",651
13,"('commission', 'purchase', 'something')",651
14,"('purchase', 'something', 'recommended')",651
15,"('something', 'recommended', 'link')",651
16,"('recommended', 'link', 'article')",600
17,"('news', 'medical', 'net')",556
18,"('hour', 'hour', 'hour')",540
19,"('according', 'center', 'disease')",539
20,"('microsoft', 'may', 'earn')",537
21,"('department', 'public', 'health')",522
22,"('date', 'posted', 'october')",520
23,"('swollen', 'lymph', 'node')",518
24,"('new', 'york', 'city')",510
25,"('control', 'prevention', 'cdc')",494
26,"('modal', 'window', 'beginning')",486
27,"('window', 'beginning', 'dialog')",486
28,"('beginning', 'dialog', 'window')",486
29,"('dialog', 'window', 'escape')",486
30,"('window', 'escape', 'cancel')",486
31,"('escape', 'cancel', 'close')",486
32,"('cancel', 'close', 'window')",486
33,"('close', 'window', 'end')",486
34,"('window', 'end', 'dialog')",486
35,"('end', 'dialog', 'window')",486
36,"('the', 'world', 'health')",481
37,"('http', 'www', 'news')",472
38,"('www', 'news', 'medical')",472
39,"('food', 'drug', 'administration')",439
40,"('local', 'health', 'department')",428
41,"('medical', 'net', 'news')",420
42,"('flu', 'like', 'symptom')",411
43,"('health', 'organization', 'who')",390
44,"('county', 'public', 'health')",388
45,"('health', 'human', 'service')",386
46,"('among', 'men', 'sex')",369
47,"('case', 'monkeypox', 'reported')",340
48,"('weakened', 'immune', 'system')",337
49,"('sexually', 'transmitted', 'infection')",331
50,"('november', 'http', 'www')",315
51,"('democratic', 'republic', 'congo')",306
52,"('face', 'to', 'face')",295
53,"('health', 'emergency', 'international')",294
54,"('health', 'official', 'said')",291
55,"('two', 'four', 'week')",290
56,"('emergency', 'international', 'concern')",289
57,"('department', 'health', 'human')",286
58,"('this', 'modal', 'window')",283
59,"('bisexual', 'men', 'sex')",277
60,"('monkeypox', 'virus', 'infection')",272
61,"('monkeypox', 'case', 'reported')",272
62,"('west', 'central', 'africa')",256
63,"('infectious', 'disease', 'specialist')",253
64,"('health', 'security', 'agency')",249
65,"('to', 'face', 'contact')",249
66,"('sexually', 'transmitted', 'disease')",244
67,"('pre', 'symptomatic', 'transmission')",244
68,"('confirmed', 'monkeypox', 'case')",240
69,"('headache', 'muscle', 'ache')",234
70,"('prolonged', 'face', 'to')",231
71,"('monkeypox', 'public', 'health')",228
72,"('current', 'monkeypox', 'outbreak')",228
73,"('confirmed', 'case', 'monkeypox')",228
74,"('sex', 'men', 'msm')",226
75,"('case', 'per', 'million')",224
76,"('latest', 'breaking', 'update')",220
77,"('breaking', 'update', 'delivered')",220
78,"('update', 'delivered', 'straight')",220
79,"('delivered', 'straight', 'email')",220
80,"('straight', 'email', 'inbox')",220
81,"('the', 'monkeypox', 'virus')",218
82,"('health', 'department', 'said')",218
83,"('the', 'latest', 'breaking')",218
84,"('human', 'to', 'human')",215
85,"('to', 'human', 'transmission')",213
86,"('strategic', 'national', 'stockpile')",213
87,"('dialog', 'window', 'the')",213
88,"('new', 'monkeypox', 'case')",212
89,"('monkeypox', 'assay', 'kit')",210
90,"('central', 'west', 'africa')",208
91,"('contact', 'infected', 'person')",208
92,"('fever', 'headache', 'muscle')",208
93,"('window', 'the', 'latest')",208
94,"('vaccine', 'vaccine', 'vaccine')",208
95,"('school', 'public', 'health')",202
96,"('uk', 'health', 'security')",201
97,"('www', 'who', 'int')",201
98,"('date', 'posted', 'november')",200
99,"('polymerase', 'chain', 'reaction')",199
