,2-gram,count
0,"('covid', 'vaccine')",1468
1,"('vaccine', 'mandate')",364
2,"('may', 'earn')",363
3,"('earn', 'affiliate')",363
4,"('affiliate', 'commission')",363
5,"('commission', 'purchase')",362
6,"('purchase', 'something')",362
7,"('something', 'recommended')",362
8,"('recommended', 'link')",362
9,"('sars', 'cov')",346
10,"('link', 'article')",326
11,"('covid', 'vaccination')",322
12,"('microsoft', 'may')",307
13,"('public', 'health')",303
14,"('white', 'house')",281
15,"('mrna', 'vaccine')",230
16,"('zero', 'covid')",223
17,"('get', 'vaccinated')",200
18,"('infectious', 'disease')",188
19,"('booster', 'shot')",185
20,"('disease', 'control')",179
21,"('center', 'disease')",162
22,"('bivalent', 'booster')",160
23,"('control', 'prevention')",158
24,"('vaccination', 'rate')",157
25,"('air', 'force')",157
26,"('last', 'year')",152
27,"('service', 'member')",149
28,"('omicron', 'variant')",148
29,"('covid', 'booster')",148
30,"('per', 'cent')",143
31,"('flu', 'vaccine')",140
32,"('flu', 'shot')",136
33,"('covid', 'policy')",136
34,"('anti', 'vaccination')",135
35,"('long', 'covid')",129
36,"('year', 'old')",128
37,"('million', 'people')",128
38,"('vaccine', 'do')",127
39,"('united', 'state')",127
40,"('we', 're')",126
41,"('health', 'care')",126
42,"('bivalent', 'vaccine')",121
43,"('covid', 'infection')",119
44,"('coronavirus', 'vaccine')",119
45,"('pfizer', 'biontech')",118
46,"('spike', 'protein')",118
47,"('vaccine', 'dose')",117
48,"('vaccinated', 'covid')",115
49,"('vaccinated', 'people')",114
50,"('biden', 'administration')",110
51,"('new', 'york')",109
52,"('nursing', 'home')",106
53,"('immune', 'system')",105
54,"('covid', 'pandemic')",100
55,"('long', 'term')",99
56,"('clinical', 'trial')",99
57,"('national', 'defense')",99
58,"('men', 'woman')",98
59,"('covid', 'death')",97
60,"('defense', 'authorization')",97
61,"('immune', 'response')",96
62,"('get', 'vaccine')",95
63,"('booster', 'dose')",94
64,"('hour', 'hour')",94
65,"('people', 'vaccinated')",94
66,"('department', 'health')",93
67,"('flu', 'covid')",91
68,"('vaccination', 'movement')",91
69,"('side', 'effect')",90
70,"('physical', 'activity')",90
71,"('news', 'medical')",89
72,"('re', 'going')",89
73,"('vaccine', 'covid')",88
74,"('vaccine', 'the')",87
75,"('health', 'expert')",85
76,"('people', 'age')",84
77,"('antibody', 'response')",82
78,"('updated', 'booster')",82
79,"('health', 'commission')",82
80,"('vaccine', 'available')",81
81,"('covid', 'mrna')",81
82,"('fauci', 'said')",81
83,"('senate', 'republican')",80
84,"('two', 'do')",79
85,"('two', 'year')",79
86,"('said', 'the')",78
87,"('covid', 'the')",78
88,"('five', 'year')",77
89,"('age', 'group')",77
90,"('get', 'covid')",77
91,"('people', 'aged')",77
92,"('vaccination', 'mandate')",75
93,"('case', 'covid')",72
94,"('intranasal', 'vaccine')",71
95,"('he', 'also')",69
96,"('fox', 'news')",69
97,"('anti', 'vaccine')",69
98,"('people', 'get')",68
99,"('national', 'institute')",68
