,4-gram,count
0,"('may', 'earn', 'affiliate', 'commission')",310
1,"('earn', 'affiliate', 'commission', 'purchase')",310
2,"('affiliate', 'commission', 'purchase', 'something')",310
3,"('commission', 'purchase', 'something', 'recommended')",310
4,"('purchase', 'something', 'recommended', 'link')",310
5,"('something', 'recommended', 'link', 'article')",256
6,"('microsoft', 'may', 'earn', 'affiliate')",249
7,"('russian', 'president', 'vladimir', 'putin')",176
8,"('president', 'recep', 'tayyip', 'erdogan')",111
9,"('www', 'youtube', 'com', 'watch')",108
10,"('http', 'www', 'youtube', 'com')",107
11,"('turkish', 'president', 'recep', 'tayyip')",97
12,"('kurdistan', 'worker', 'party', 'pkk')",94
13,"('youtube', 'http', 'www', 'youtube')",94
14,"('syrian', 'observatory', 'human', 'right')",92
15,"('prime', 'minister', 'shehbaz', 'sharif')",91
16,"('northwestern', 'khyber', 'pakhtunkhwa', 'province')",80
17,"('by', 'united', 'state', 'mission')",76
18,"('united', 'state', 'mission', 'united')",76
19,"('state', 'mission', 'united', 'nation')",76
20,"('syrian', 'democratic', 'force', 'sdf')",70
21,"('use', 'tactical', 'nuclear', 'weapon')",69
22,"('kurdish', 'led', 'syrian', 'democratic')",69
23,"('led', 'syrian', 'democratic', 'force')",69
24,"('people', 'protection', 'unit', 'ypg')",68
25,"('recommended', 'link', 'article', 'the')",68
26,"('president', 'bashar', 'al', 'assad')",64
27,"('defense', 'minister', 'sergei', 'shoigu')",63
28,"('strong', 'opposition', 'new', 'turkish')",62
29,"('opposition', 'new', 'turkish', 'military')",62
30,"('new', 'turkish', 'military', 'operation')",62
31,"('one', 'dangerous', 'nation', 'world')",60
32,"('directly', 'threatened', 'safety', 'personnel')",59
33,"('threatened', 'safety', 'personnel', 'working')",59
34,"('turkish', 'military', 'operation', 'syria')",58
35,"('brig', 'gen', 'pat', 'ryder')",52
36,"('mission', 'united', 'nation', 'october')",49
37,"('united', 'nation', 'october', 'topic')",49
38,"('international', 'atomic', 'energy', 'agency')",49
39,"('nuclear', 'weapon', 'without', 'cohesion')",47
40,"('defense', 'secretary', 'lloyd', 'austin')",47
41,"('prime', 'minister', 'imran', 'khan')",45
42,"('for', 'latest', 'news', 'weather')",44
43,"('latest', 'news', 'weather', 'sport')",44
44,"('news', 'weather', 'sport', 'streaming')",44
45,"('weather', 'sport', 'streaming', 'video')",44
46,"('sport', 'streaming', 'video', 'head')",44
47,"('shootout', 'militant', 'northwestern', 'pakistan')",42
48,"('the', 'statement', 'said', 'intensive')",42
49,"('statement', 'said', 'intensive', 'exchange')",42
50,"('said', 'intensive', 'exchange', 'fire')",42
51,"('intensive', 'exchange', 'fire', 'two')",42
52,"('exchange', 'fire', 'two', 'soldier')",42
53,"('fire', 'two', 'soldier', 'fatally')",42
54,"('two', 'soldier', 'fatally', 'wounded')",42
55,"('soldier', 'fatally', 'wounded', 'military')",42
56,"('fatally', 'wounded', 'military', 'action')",42
57,"('wounded', 'military', 'action', 'undertaken')",42
58,"('military', 'action', 'undertaken', 'eliminate')",42
59,"('action', 'undertaken', 'eliminate', 'fleeing')",42
60,"('undertaken', 'eliminate', 'fleeing', 'militant')",42
61,"('eliminate', 'fleeing', 'militant', 'added')",42
62,"('fleeing', 'militant', 'added', 'separately')",42
63,"('militant', 'added', 'separately', 'country')",42
64,"('added', 'separately', 'country', 'counterterrorism')",42
65,"('separately', 'country', 'counterterrorism', 'task')",42
66,"('country', 'counterterrorism', 'task', 'force')",42
67,"('counterterrorism', 'task', 'force', 'announced')",42
68,"('task', 'force', 'announced', 'arrest')",42
69,"('force', 'announced', 'arrest', 'man')",42
70,"('announced', 'arrest', 'man', 'behind')",42
71,"('arrest', 'man', 'behind', 'killing')",42
72,"('former', 'chief', 'justice', 'noor')",42
73,"('chief', 'justice', 'noor', 'mohammad')",42
74,"('justice', 'noor', 'mohammad', 'meskanzai')",42
75,"('noor', 'mohammad', 'meskanzai', 'senior')",42
76,"('mohammad', 'meskanzai', 'senior', 'officer')",42
77,"('meskanzai', 'senior', 'officer', 'aitizaz')",42
78,"('senior', 'officer', 'aitizaz', 'goraya')",42
79,"('officer', 'aitizaz', 'goraya', 'told')",42
80,"('aitizaz', 'goraya', 'told', 'reporter')",42
81,"('goraya', 'told', 'reporter', 'shafqatullah')",42
82,"('told', 'reporter', 'shafqatullah', 'yalanzai')",42
83,"('reporter', 'shafqatullah', 'yalanzai', 'arrested')",42
84,"('shafqatullah', 'yalanzai', 'arrested', 'kharan')",42
85,"('yalanzai', 'arrested', 'kharan', 'judge')",42
86,"('arrested', 'kharan', 'judge', 'killed')",42
87,"('kharan', 'judge', 'killed', 'gun')",42
88,"('judge', 'killed', 'gun', 'attack')",42
89,"('killed', 'gun', 'attack', 'near')",42
90,"('gun', 'attack', 'near', 'mosque')",42
91,"('attack', 'near', 'mosque', 'two')",42
92,"('near', 'mosque', 'two', 'week')",42
93,"('mosque', 'two', 'week', 'ago')",42
94,"('two', 'week', 'ago', 'the')",42
95,"('week', 'ago', 'the', 'officer')",42
96,"('ago', 'the', 'officer', 'said')",42
97,"('the', 'officer', 'said', 'suspect')",42
98,"('officer', 'said', 'suspect', 'member')",42
99,"('said', 'suspect', 'member', 'outlawed')",42
