,4-gram,count
0,"('may', 'earn', 'affiliate', 'commission')",3732
1,"('earn', 'affiliate', 'commission', 'purchase')",3725
2,"('affiliate', 'commission', 'purchase', 'something')",3725
3,"('commission', 'purchase', 'something', 'recommended')",3725
4,"('purchase', 'something', 'recommended', 'link')",3725
5,"('something', 'recommended', 'link', 'article')",3425
6,"('microsoft', 'may', 'earn', 'affiliate')",3181
7,"('center', 'disease', 'control', 'prevention')",1906
8,"('hour', 'hour', 'hour', 'hour')",1253
9,"('world', 'second', 'largest', 'economy')",493
10,"('department', 'health', 'human', 'service')",469
11,"('medical', 'center', 'please', 'contact')",390
12,"('disease', 'control', 'prevention', 'cdc')",377
13,"('according', 'center', 'disease', 'control')",367
14,"('age', 'trend', 'report', 'age')",365
15,"('trend', 'report', 'age', 'trend')",365
16,"('report', 'age', 'trend', 'report')",365
17,"('recommended', 'link', 'article', 'by')",341
18,"('ad', 'free', 'news', 'current')",320
19,"('the', 'center', 'disease', 'control')",313
20,"('respiratory', 'syncytial', 'virus', 'rsv')",297
21,"('musc', 'edu', 'for', 'information')",294
22,"('edu', 'for', 'information', 'musc')",294
23,"('for', 'information', 'musc', 'health')",294
24,"('national', 'institute', 'allergy', 'infectious')",290
25,"('institute', 'allergy', 'infectious', 'disease')",289
26,"('standard', 'the', 'thomson', 'reuters')",274
27,"('the', 'thomson', 'reuters', 'trust')",274
28,"('thomson', 'reuters', 'trust', 'principle')",274
29,"('recommended', 'link', 'article', 'the')",273
30,"('seven', 'day', 'rolling', 'average')",252
31,"('medical', 'university', 'south', 'carolina')",246
32,"('our', 'standard', 'the', 'thomson')",241
33,"('test', 'active', 'case', 'currently')",240
34,"('active', 'case', 'currently', 'hospitalized')",240
35,"('case', 'currently', 'hospitalized', 'death')",240
36,"('free', 'news', 'current', 'affairscovid')",240
37,"('news', 'current', 'affairscovid', 'rssfollow')",240
38,"('current', 'affairscovid', 'rssfollow', 'rnz')",240
39,"('total', 'vaccine', 'do', 'given')",239
40,"('recommended', 'link', 'article', 'beijing')",233
41,"('commicrosoft', 'may', 'earn', 'affiliate')",228
42,"('long', 'term', 'care', 'facility')",225
43,"('north', 'america', 'europe', 'asia')",224
44,"('america', 'europe', 'asia', 'pacific')",224
45,"('strict', 'zero', 'covid', 'policy')",223
46,"('oklahoma', 'covid', 'data', 'update')",223
47,"('http', 'www', 'marketgrowthreports', 'com')",222
48,"('report', 'breakthrough', 'report', 'breakthrough')",221
49,"('china', 'zero', 'covid', 'policy')",220
50,"('covid', 'data', 'update', 'thursday')",217
51,"('currently', 'hospitalized', 'death', 'total')",216
52,"('breakthrough', 'report', 'breakthrough', 'report')",216
53,"('hospitalized', 'death', 'total', 'vaccine')",215
54,"('death', 'total', 'vaccine', 'do')",215
55,"('vaccine', 'do', 'given', 'vaccine')",215
56,"('do', 'given', 'vaccine', 'do')",215
57,"('given', 'vaccine', 'do', 'supplied')",215
58,"('pfizer', 'biontech', 'covid', 'vaccine')",214
59,"('nearly', 'three', 'year', 'pandemic')",214
60,"('scan', 'device', 'characteristic', 'identification')",210
61,"('ad', 'content', 'measurement', 'audience')",209
62,"('content', 'measurement', 'audience', 'insight')",209
63,"('this', 'article', 'originally', 'appeared')",209
64,"('vaccine', 'do', 'supplied', 'oklahoma')",209
65,"('do', 'supplied', 'oklahoma', 'covid')",209
66,"('supplied', 'oklahoma', 'covid', 'data')",209
67,"('offeredprimary', 'vaccine', 'seriesbooster', 'dosesappointment')",208
68,"('vaccine', 'seriesbooster', 'dosesappointment', 'location')",208
69,"('personalised', 'ad', 'content', 'ad')",206
70,"('at', 'home', 'covid', 'test')",205
71,"('national', 'health', 'commission', 'said')",205
72,"('ad', 'content', 'ad', 'content')",205
73,"('content', 'ad', 'content', 'measurement')",205
74,"('measurement', 'audience', 'insight', 'product')",205
75,"('audience', 'insight', 'product', 'development')",205
76,"('data', 'center', 'disease', 'control')",203
77,"('for', 'ad', 'free', 'news')",203
78,"('one', 'size', 'fit', 'all')",201
79,"('use', 'precise', 'geolocation', 'data')",199
80,"('actively', 'scan', 'device', 'characteristic')",197
81,"('food', 'drug', 'administration', 'fda')",195
82,"('read', 'on', 'the', 'fox')",193
83,"('and', 'or', 'access', 'information')",193
84,"('or', 'access', 'information', 'device')",193
85,"('dow', 'jones', 'industrial', 'average')",193
86,"('white', 'house', 'covid', 'response')",189
87,"('director', 'national', 'institute', 'allergy')",189
88,"('data', 'actively', 'scan', 'device')",187
89,"('precise', 'geolocation', 'data', 'actively')",184
90,"('geolocation', 'data', 'actively', 'scan')",184
91,"('musc', 'covid', 'epidemiology', 'intelligence')",182
92,"('ashish', 'jha', 'white', 'house')",181
93,"('chinese', 'president', 'xi', 'jinping')",180
94,"('distributed', 'tribune', 'content', 'agency')",180
95,"('tribune', 'content', 'agency', 'llc')",180
96,"('updated', 'covid', 'booster', 'shot')",179
97,"('content', 'agency', 'llc', 'microsoft')",178
98,"('agency', 'llc', 'microsoft', 'may')",178
99,"('llc', 'microsoft', 'may', 'earn')",178
