,2-gram,count
0,"('covid', 'vaccine')",7735
1,"('long', 'covid')",5445
2,"('public', 'health')",4561
3,"('covid', 'case')",4415
4,"('zero', 'covid')",4063
5,"('may', 'earn')",3747
6,"('affiliate', 'commission')",3737
7,"('earn', 'affiliate')",3735
8,"('commission', 'purchase')",3725
9,"('purchase', 'something')",3725
10,"('something', 'recommended')",3725
11,"('recommended', 'link')",3725
12,"('link', 'article')",3427
13,"('musc', 'health')",3333
14,"('microsoft', 'may')",3182
15,"('health', 'care')",3078
16,"('sars', 'cov')",2912
17,"('covid', 'vaccination')",2773
18,"('covid', 'policy')",2680
19,"('last', 'week')",2648
20,"('covid', 'infection')",2485
21,"('covid', 'pandemic')",2341
22,"('united', 'state')",2341
23,"('disease', 'control')",2259
24,"('white', 'house')",2181
25,"('center', 'disease')",2089
26,"('control', 'prevention')",2045
27,"('year', 'old')",2034
28,"('infectious', 'disease')",1896
29,"('social', 'medium')",1879
30,"('long', 'term')",1873
31,"('million', 'people')",1839
32,"('hong', 'kong')",1830
33,"('health', 'official')",1782
34,"('new', 'york')",1732
35,"('omicron', 'variant')",1695
36,"('covid', 'test')",1531
37,"('new', 'case')",1520
38,"('tested', 'positive')",1498
39,"('new', 'covid')",1496
40,"('said', 'the')",1485
41,"('booster', 'shot')",1473
42,"('covid', 'patient')",1464
43,"('immune', 'system')",1407
44,"('covid', 'booster')",1390
45,"('hour', 'hour')",1383
46,"('two', 'year')",1378
47,"('new', 'zealand')",1371
48,"('positive', 'covid')",1338
49,"('covid', 'death')",1327
50,"('covid', 'restriction')",1298
51,"('pfizer', 'biontech')",1256
52,"('last', 'year')",1245
53,"('bivalent', 'booster')",1242
54,"('team', 'member')",1226
55,"('booster', 'dose')",1223
56,"('high', 'risk')",1207
57,"('two', 'week')",1194
58,"('stay', 'home')",1193
59,"('mass', 'testing')",1180
60,"('five', 'day')",1176
61,"('department', 'health')",1139
62,"('six', 'month')",1128
63,"('care', 'team')",1128
64,"('fully', 'vaccinated')",1116
65,"('covid', 'symptom')",1116
66,"('xi', 'jinping')",1097
67,"('vaccination', 'rate')",1094
68,"('per', 'cent')",1093
69,"('mental', 'health')",1079
70,"('for', 'information')",1057
71,"('new', 'variant')",1049
72,"('case', 'number')",1048
73,"('seven', 'day')",1045
74,"('three', 'year')",1042
75,"('test', 'result')",1037
76,"('post', 'covid')",1036
77,"('reported', 'new')",1028
78,"('case', 'covid')",1016
79,"('across', 'country')",1015
80,"('many', 'people')",1014
81,"('age', 'group')",1002
82,"('get', 'vaccinated')",972
83,"('official', 'said')",970
84,"('severe', 'illness')",962
85,"('severe', 'disease')",961
86,"('at', 'home')",957
87,"('vaccine', 'do')",954
88,"('health', 'system')",952
89,"('covid', 'related')",936
90,"('get', 'covid')",923
91,"('national', 'health')",916
92,"('we', 're')",913
93,"('ba', 'ba')",911
94,"('communist', 'party')",909
95,"('covid', 'the')",906
96,"('first', 'time')",898
97,"('said', 'dr')",874
98,"('nursing', 'home')",870
99,"('last', 'month')",865
